"ident","credit.card.owner","profession","sex","nationality","age","av.num.atm.withdr","av.num.cheque.cash.withdr","av.num.cheque.cash.deposits","av.num.reg.pmnt.init.by.cust","av.num.salary.deposits","av.num.transfers","av.amnt.pmnts.init.by.cust","av.num.security.pur.ord","av.num.security.sales.ord","av.amnt.atm.withdr","av.cheque.cash.withdr","av.cash.deposits","av.amnt.reg.pmnt.init.by.cust","av.cheque.credits","av.salary.deposits","av.cheque.debits","av.amnt.transfers","av.num.pmnts.init.by.cust","av.amnt.security.pur.ord","av.amnt.security.sales.ord","av.num.saving.cash.withdr","av.num.saving.cash.deposits","av.amnt.saving.cash.withdr","av.amnt.saving.cash.deposits","av.saving.balance","sd.num.atm.withdr","sd.num.cheque.cash.withdr","sd.num.cheque.cash.deposits","sd.num.reg.pmnt.init.by.cust","sd.num.salary.deposits","sd.num.transfers","sd.amnt.pmnts.init.by.cust","sd.num.security.pur.ord","sd.num.security.sales.ord","sd.amnt.atm.withdr","sd.cheque.cash.withdr","sd.cash.deposits","sd.amnt.reg.pmnt.init.by.cust","sd.cheque.credits","sd.salary.deposits","sd.cheque.debits","sd.amnt.transfers","sd.num.pmnts.init.by.cust","sd.amnt.security.pur.ord","sd.amnt.security.sales.ord","sd.num.saving.cash.withdr","sd.num.saving.cash.deposits","sd.amnt.saving.cash.withdr","sd.amnt.saving.cash.deposits","sd.saving.balance"
1738,,"teacher","F","CH",31.833333333,4,1.3333333333333333,0,1,1,0,.16666666666666666,0,0,1512.5,3315.9254502416675,0,525,5866.26975,5866.26975,6138.932483558335,0,23.00703329841667,0,0,0,.3333333333333333,0,2391.6666666666665,117334.49570333335,1.4142135623730951,.492365963917331,0,0,0,0,.38924947208076144,0,0,679.6138609534094,5476.431559396947,0,0,1733.8259284541896,1733.8259284541896,5299.749937331966,0,59.83090955710967,0,0,0,.492365963917331,0,5386.254953512916,9131.696380622761
1741,,,,,72.916666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557840.49517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1743,,"none","M","CH",5.0833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1744,,,,,54.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1177431.4243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1745,,,,,76.583333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111327.64452000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1746,,"teacher","F","CH",65.75,1.8333333333333333,1,.16666666666666666,0,0,1,.16666666666666666,0,0,575,3379.5449104916665,1527.0074137166666,0,5269.341991866666,0,5144.932864900001,3742.3345781499997,19.554621073916667,0,0,.16666666666666666,.08333333333333333,1527.0074137166666,38732.1021975,227418.60321284,1.0298573010888745,0,.38924947208076155,0,0,0,.3892494720807615,0,0,50,78.36594454005161,3813.4882502689984,0,3814.703558202388,0,137.76802711106112,3.5672648240756457,51.149616171212905,0,0,.38924947208076155,.28867513459481287,3813.4882502689984,134171.9377800403,236873.49399517273
1748,,"engineer","F","CH",41.666666667,2.25,1.0833333333333333,0,.6666666666666666,1,0,.25,0,0,2104.1666666666665,2045.7083261083333,0,585,5528.3613,5528.3613,4787.938255566667,0,53.063262784500004,0,0,0,.08333333333333333,0,66.66666666666667,12672.553021666665,1.3568010505999364,.28867513459481287,0,.49236596391733095,0,0,.45226701686664544,0,0,841.6591658831688,663.5635931015438,0,432.0511333374579,1633.8816776311191,1633.8816776311191,780.7292144713247,0,112.75856504943522,0,0,0,.28867513459481287,0,230.94010767585033,230.94010767585033
1751,,"none","M","CH",11.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1752,,,,,80.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1039089.7463000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1753,,"none","M","CH",5.5833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755,,"chemist","F","CH",41.416666667,4.166666666666667,1,0,1.8333333333333333,1,0,.16666666666666666,0,0,1554.1666666666667,1513.1661251099997,0,2147.106481491667,5352.866268750001,5352.866268750001,5246.604365558333,0,32.165092315,0,0,0,0,0,0,137568.67583999998,1.3371158468430429,0,0,.5773502691896257,0,0,.38924947208076144,0,0,724.3989148796318,580.4448203195936,0,686.1953129807235,2248.429744713597,2248.429744713597,1015.9010084296198,0,84.5934467427794,0,0,0,0,0,0,0
1756,,,,,80.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1724832.6869999992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1757,"no",,,,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618138.64944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1758,,"business","F","CH",32.166666667,2.3333333333333335,1.3333333333333333,0,1,1,0,0,0,0,816.6666666666666,1971.538169325833,0,525,4417.350316216667,4417.350316216667,4354.87150265,0,0,0,0,0,.4166666666666667,0,1436.5,82985.09328533332,.8876253645985945,.49236596391733095,0,0,0,0,0,0,0,681.0197345069221,2679.510463471989,0,0,113.46200882031604,113.46200882031604,2948.6664400666864,0,0,0,0,0,.6685579234215214,0,2670.0673638080234,5491.556880311537
1759,"yes","lawyer","F","IT",41.166666667,4.636363636363637,1,0,2,1,0,0,0,0,1768.1818181818182,2039.6533629181822,0,2168.434343445455,5744.874817500001,5744.874817500001,5976.269524509091,0,0,0,0,0,.18181818181818182,0,92.72727272727273,388636.67544545454,1.6292775867068983,0,0,0,0,0,0,0,0,357.26231768318866,222.3312974721848,0,35.03245248726853,1745.9548541883876,1745.9548541883876,427.4999308718233,0,0,0,0,0,.40451991747794525,0,223.80575993887686,418.1569953107
1760,,"chemist","M","CH",71.166666667,2.5,1,0,0,0,1,0,0,0,587.5,3702.9785150833336,0,0,5006.75175,0,5444.64518175,5006.75175,0,0,0,0,0,0,0,764690.80252,1.4459976109624424,0,0,0,0,0,0,0,0,22.613350843332274,14.715692254194565,0,0,4.691903874761359,0,23.676779432130072,4.691903874761359,0,0,0,0,0,0,0,0
1761,"yes","engineer","M","CH",67.666666667,1.3333333333333333,1,.6666666666666666,0,0,1,.3333333333333333,0,0,783.3333333333334,4250.6502797,3840.6705953666665,0,7654.480595366666,0,6662.4061549,3813.81,28.422541854000002,0,0,.6666666666666666,0,3840.6705953666665,0,504059.0485033333,.5773502691896257,0,.5773502691896258,0,0,0,.5773502691896258,0,0,28.867513459481287,9.242898261032837,3326.241612037863,0,3326.233143479896,0,43.15891860255376,1.0009999999999764,49.22928657138092,0,0,.5773502691896258,0,3326.241612037863,0,3309.5825335782133
1763,,"lawyer","F","CH",68,2,1,0,0,0,1,0,.08333333333333333,0,2075,5320.068764125,0,0,7435.953525,0,7588.402097458334,7435.953525,0,193.33333333333334,0,0,0,0,0,1135564.6177999997,.7385489458759964,0,0,0,0,0,0,.28867513459481287,0,26.111648393354677,31.305663142545924,0,0,7.0378558121419585,0,650.2235671208092,7.0378558121419585,0,669.7263122599658,0,0,0,0,0,0
1764,,"none","F","CH",19.75,2.1666666666666665,1,0,0,0,1,.25,0,0,208.33333333333334,339.66442466166666,0,0,614.653101565,0,660.8514003825001,614.653101565,112.85364238683336,0,0,0,0,0,0,0,1.0298573010888745,0,0,0,0,0,.45226701686664544,0,0,19.462473604038074,16.539710516009038,0,0,.68601246651748,0,263.5049792714652,.68601246651748,254.5590206659901,0,0,0,0,0,0,0
1765,,"postman","M","YU",71.5,2.4166666666666665,1,1,0,0,1,.25,0,0,604.1666666666666,17877.925228016666,14213.446765466666,0,16898.42370296667,0,19789.73885103333,2684.9769375,95.14695616249999,0,0,1,.08333333333333333,14213.446765466666,63.166666666666664,180424.40421025004,.9962049198956219,0,0,0,0,0,.45226701686664544,0,0,14.433756729740645,49007.95579974932,2724.700330138744,0,2725.908677473281,0,49011.384117296424,2.5135199329078746,197.07757596585907,0,0,0,.28867513459481287,2724.700330138744,218.81575202286814,53739.610997261836
1767,"yes","service","F","IT",28.916666667,2.5,1,0,0,1,0,0,0,0,1800,2417.911161225,0,0,4194.003000000001,4194.003000000001,4217.911161225,0,0,0,0,0,0,0,0,17274.15823,1.9148542155126762,0,0,0,0,0,0,0,0,1033.60211558091,224.8399306050578,0,0,1.6189070387145783,1.6189070387145783,808.943355570187,0,0,0,0,0,0,0,0,0
1771,,,,,63.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6292.0893241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1773,,"engineer","F","CH",64.166666667,2.0833333333333335,1,0,0,.75,.25,.16666666666666666,0,0,1233.3333333333333,2308.723952725,0,0,5193.9888,4345.340999999999,5086.9944425,848.6478000000001,28.27048977475,0,0,0,0,0,0,654358.0128100001,1.0836246694508318,0,0,0,.45226701686664544,.45226701686664544,.3892494720807615,0,0,1072.2392315602756,254.44383957571998,0,0,1838.2908052297007,3011.328143117585,958.9054926749961,1535.2616835651372,73.98809477466835,0,0,0,0,0,0,0
1774,,,,,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1775,,"business","M","CH",52.333333333,2.3333333333333335,1,.08333333333333333,0,1,0,.08333333333333333,0,0,1070.8333333333333,2934.1449627666666,477.15800190833335,0,5234.423649191667,4757.265647275,5428.587765808333,0,19.442803044166666,0,0,.08333333333333333,0,477.15800190833335,0,65339.70085083333,1.3706888336846839,0,.2886751345948128,0,0,0,.2886751345948128,0,0,821.4339826661592,136.384396607081,1652.923805086562,0,1646.0346343926383,72.5869607800522,501.51537723372473,0,67.35184542810299,0,0,.2886751345948128,0,1652.923805086562,0,2228.8020041420823
1776,,"engineer","F","CH",73.25,1.9166666666666667,1,.25,0,0,1,0,0,0,670.8333333333334,3829.3082943166664,1410.72284235,0,6062.369842391668,0,5837.6416276499995,4651.647,0,0,0,.25,0,1410.72284235,0,29865.761185333336,1.1645001528813148,0,.45226701686664544,0,0,0,0,0,0,33.42789617107607,70.64235200963289,2558.3296333441363,0,2558.140619820143,0,151.63537838132257,4.330988192087276,0,0,0,.45226701686664544,0,2558.3296333441363,0,4421.029084033246
1778,,,,,67.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,858063.82508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1779,"yes","police","M","CH",57.916666667,1,1,0,0,1,0,0,0,0,2800,4006.8969802,0,0,5997.5784,5997.5784,6806.8969802,0,0,0,0,0,0,0,0,21183.433784,,,,,,,,,,,,,,,,,,,,,,,,,
1781,"no","engineer","F","CH",32.25,2,1.0833333333333333,0,1,1,0,.08333333333333333,0,0,1037.5,1724.1705760349998,0,341.25,3209.7334499999997,3209.7334499999997,3106.223635749999,0,3.3030597181666668,0,0,0,.08333333333333333,0,908.3333333333334,71285.90680666667,1.2060453783110545,.28867513459481287,0,0,0,0,.2886751345948128,0,0,373.0251027380426,3132.675978609246,0,0,948.6621817435066,948.6621817435066,3089.383593579428,0,11.442134504597606,0,0,0,.28867513459481287,0,3146.5589670834606,5366.789006698904
1782,,,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1784,,"engineer","F","CH",25.666666667,2.1666666666666665,1,0,1,1,0,.08333333333333333,0,0,600,393.1981165208333,0,341.25,3134.73006,3134.73006,2110.615301449999,0,1.1671849284166667,0,0,0,0,0,0,6873.537753800002,1.4034589305344742,0,0,0,0,0,.28867513459481287,0,0,470.4929716410611,67.57985109471264,0,0,926.5234347738146,926.5234347738146,369.0682686657591,0,4.043247195692619,0,0,0,0,0,0,0
1786,"no","lawyer","F","CH",90.666666667,2,1,0,0,0,1,.25,0,0,1833.3333333333333,4327.034762408333,0,0,5975.1629437500005,0,6196.653608958332,5975.1629437500005,36.285513213083334,0,0,0,0,0,0,377501.48694000003,.9534625892455924,0,0,0,0,0,.45226701686664544,0,0,49.23659639173309,44.013683350525206,0,0,5.278391859106686,0,125.7362259968747,5.278391859106686,79.23323781995845,0,0,0,0,0,0,0
1788,"no","chemist","F","CH",48.25,2.0833333333333335,1.1666666666666667,0,0,1,0,.16666666666666666,0,0,1262.5,5358.412099758333,0,0,6614.439331499999,6614.439331499999,8308.381986375001,0,33.303219958666666,0,0,0,.16666666666666666,0,3100,259074.59172666664,1.3113721705515062,.38924947208076144,0,0,0,0,.38924947208076155,0,0,941.0161335685822,7578.320009235341,0,0,1954.812144469976,1954.812144469976,7687.256059215173,0,97.36790330512876,0,0,0,.38924947208076155,0,7584.553681361517,6899.33571681602
1790,,"service","F","IT",95.75,2.5,1,0,0,0,1,.08333333333333333,0,0,1000,2045.9614145083335,0,0,3038.896575,0,3050.831933741667,3038.896575,4.870519237583333,0,0,0,0,0,0,477379.7119699999,1,0,0,0,0,0,.28867513459481287,0,0,0,26.560892645482106,0,0,2.6449963601676565,0,27.913713771542376,2.6449963601676565,16.87197355747193,0,0,0,0,0,0,0
1793,,"none","M","CH",18.75,1.0833333333333333,.5833333333333334,0,0,0,.5833333333333334,0,0,0,95.83333333333333,161.18765178083333,0,0,529.6196354166667,0,257.02098511416665,529.6196354166667,0,0,0,0,0,0,0,0,1.164500152881315,.5149286505444373,0,0,0,.5149286505444373,0,0,0,89.08201872772115,144.98263825466537,0,0,467.5139148706579,0,232.69350483861518,467.5139148706579,0,0,0,0,0,0,0,0
1797,"no","none","F","CH",13.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.08333333333333333,0,11,10060.025231000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.28867513459481287,0,38.1051177665153,67.97058187186572
1798,,"chemist","M","CH",66.5,1.8333333333333333,1,0,0,.3333333333333333,.6666666666666666,0,0,0,675,3669.4245186333337,0,0,5186.798283333333,1895.8105833333336,5381.924518633333,3290.9876999999997,0,0,0,0,0,0,0,484301.74505,.5773502691896257,0,0,0,.492365963917331,.49236596391733095,0,0,0,366.49444991456807,163.52048284709736,0,0,1202.290134138097,3024.971665268964,426.0223076944153,2430.5568267998838,0,0,0,0,0,0,0,0
1799,,,,,69.916666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316559.19073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1801,,"service","F","CH",26.333333333,2,1.0833333333333333,0,1,1,0,.25,0,0,691.6666666666666,1214.7553899958334,0,262.5,2244.5181000000002,2244.5181000000002,2341.3404980833334,0,172.4184414125,0,0,0,.08333333333333333,0,683.3333333333334,26471.063232333338,1.4142135623730951,.28867513459481287,0,0,0,0,.45226701686664544,0,0,277.84342658585547,2364.970283265982,0,0,663.4038092408875,663.4038092408875,2310.1090601092924,0,405.14107059763137,0,0,0,.2886751345948128,0,2367.1361036774665,3191.845671062245
1802,"no",,,,75.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1034999.3995999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1805,"yes","teacher","M","CH",48.916666667,7,1,0,0,1,0,0,0,0,3550,4160.575456,0,0,6738.6916667,6738.6916667,7710.575456,0,0,0,0,0,0,0,0,198482.1711,,,,,,,,,,,,,,,,,,,,,,,,,
1806,,"police","M","CH",79.583333333,2.0833333333333335,1,.16666666666666666,0,0,1,.08333333333333333,0,0,500,3415.831921933334,907.8540032083333,0,5074.863993208332,0,4946.447831391666,4167.00999,13.9492427875,0,0,.16666666666666666,0,907.8540032083333,0,239144.87889833338,.90033663737852,0,.38924947208076155,0,0,0,.2886751345948128,0,0,0,13.601870992309346,2120.617765395328,0,2121.0863158907696,0,43.4217687921662,3.805082483048219,48.32159447012741,0,0,.38924947208076155,0,2120.617765395328,0,3648.9229077058017
1807,,"engineer","F","CH",74.083333333,1.75,1,0,0,0,1,.4166666666666667,0,0,641.6666666666666,1904.9621523666667,0,0,3497.74425,0,3881.083857516666,3497.74425,63.621705159916665,0,0,0,0,0,0,395101,.7537783614444091,0,0,0,0,0,.5149286505444373,0,0,19.462473604038077,20.632957397918787,0,0,3.2482411440655032,0,131.19320135822858,3.2482411440655032,140.81681961555324,0,0,0,0,0,0,0
1808,,"teacher","F","CH",55.583333333,2.4166666666666665,1,0,0,1,0,0,0,0,1308.3333333333333,4183.617671333333,0,0,4564.8599218750005,4564.8599218750005,5491.951004666666,0,0,0,0,0,0,0,0,1039.3960033999997,.996204919895622,0,0,0,0,0,0,0,0,801.0882749375529,457.8222410022932,0,0,1553.8055842167132,1553.8055842167132,1075.407704705099,0,0,0,0,0,0,0,0,0
1809,"no",,,,39.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22655.998637000008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1812,"no","chemist","F","CH",48.25,3.8333333333333335,1,0,0,1,0,0,0,0,745.8333333333334,3134.90717885,0,0,3674.6885174999993,3674.6885174999993,4584.90717885,0,0,0,0,0,0,0,0,18669.875852,1.4668044012461754,0,0,0,0,0,0,0,0,436.12880360431745,60.71192618666172,0,0,1086.0067469277644,1086.0067469277644,343.5481743133295,0,0,0,0,0,0,0,0,0
1813,,"chemist","F","CH",50.166666667,2,1.1666666666666667,0,0,1,0,0,0,0,1112.5,2764.7499542416663,0,0,3698.3446499999995,3698.3446499999995,3877.2499542416663,0,0,0,0,0,.16666666666666666,0,883.3333333333334,241733.10482666662,.8528028654224418,.38924947208076144,0,0,0,0,0,0,0,359.371294447299,2447.5536627594083,0,0,1092.9893314284316,1092.9893314284316,2721.346498337716,0,0,0,0,0,.38924947208076155,0,2571.463443726984,490.7477288111819
1814,,"teacher","M","GE",75.5,2,1.3333333333333333,0,0,0,1,0,0,0,670.8333333333334,2299.4325156916666,0,0,4763.076770833333,0,4303.599182358333,4763.076770833333,0,0,0,0,.3333333333333333,0,641.6666666666666,1506089.3994999996,.9534625892455924,.49236596391733095,0,0,0,0,0,0,0,25.74643252722186,1418.3253461242048,0,0,4.404030655037943,0,1406.4399425118238,4.404030655037943,0,0,0,0,.492365963917331,0,1413.2221940292934,3179.2294663959065
1815,,,,,36.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310200.69976999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1816,,"none","F","CH",16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1817,"no",,,,24.416666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12130.513278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1818,"no","chemist","M","CH",50.666666667,2.9166666666666665,1.1666666666666667,0,0,1,0,.08333333333333333,0,.08333333333333333,1120.8333333333333,4589.436292325,0,0,7457.364963333334,7409.031630000001,7120.476371508333,0,26.873412519166667,0,48.333333333333336,0,.16666666666666666,0,1183.3333333333333,412214.0116566667,1.164500152881315,.3892494720807615,0,0,0,0,.2886751345948128,0,.28867513459481287,805.2267702424899,3680.062021477603,0,0,2281.654601965186,2189.621750562316,3593.2650606794664,0,93.0922317119084,0,167.43157806499144,0,.38924947208076144,0,3708.6712477978454,6921.305490799384
1819,,"chemist","F","CH",62.833333333,2.3333333333333335,1,0,0,.8333333333333334,.16666666666666666,.25,0,0,675,1532.34876,0,0,3443.8816912500006,2784.6593775,3160.8523356583332,659.22231375,45.1702423225,0,0,0,.08333333333333333,0,826,619729.6513900001,.8876253645985945,0,0,0,.3892494720807615,.38924947208076155,.45226701686664544,0,0,492.44289008980525,125.73973683184722,0,0,901.8544289314335,1564.6475576637936,458.39661472762856,1539.611642066923,95.06358253284205,0,0,0,.28867513459481287,0,2861.347934103785,4880.331434348584
1821,,"business","F","CH",67.583333333,2,1,0,0,1,0,.16666666666666666,0,0,629.1666666666666,1450.7095100833333,0,0,2033.1352001333335,2033.1352001333335,2152.5521980000003,0,72.676021245,0,0,0,0,0,0,0,.6030226891555273,0,0,0,0,0,.3892494720807615,0,0,193.60025982952766,64.77183884974359,0,0,15.547463211715161,15.547463211715161,193.64793393645803,0,176.05293248565354,0,0,0,0,0,0,0
1822,,"engineer","F","CH",55.583333333,2,1.1666666666666667,0,0,1,0,0,0,0,1058.3333333333333,4506.731214616667,0,0,6951.136499999998,6951.136499999998,6935.897881283334,0,0,0,0,0,.16666666666666666,0,3241.6666666666665,610446.2220066665,1.1281521496355325,.38924947208076144,0,0,0,0,0,0,0,797.3915809270459,10641.643726260774,0,0,2054.2573378538823,2054.2573378538823,10940.745131066853,0,0,0,0,0,.38924947208076155,0,10615.208500785628,577.3502691896258
1824,,"engineer","F","CH",75,2.4166666666666665,1,.5833333333333334,0,0,1,.08333333333333333,0,0,775,6110.994536275,4896.136237966666,0,8520.562042966667,0,8440.6743095,3624.4258050000003,4.679773226416667,0,0,.5833333333333334,0,4896.136237966666,0,1539403.9513166666,1.1645001528813153,0,.5149286505444373,0,0,0,.28867513459481287,0,0,26.111648393354677,7129.753176609079,5458.3404339892795,0,5524.300620122789,0,7104.923321773111,270.62712605757537,16.211209992108394,0,0,.5149286505444373,0,5458.3404339892795,0,16826.223051036777
1825,,"chemist","F","CH",27.5,4.25,1.4166666666666667,0,1,1,0,.25,0,0,987.5,2808.8947512299997,0,262.5,3076.726653,3076.726653,4157.2342449,0,98.33949367500001,0,0,0,.4166666666666667,0,2150,68484.96166799999,1.764549903980152,.5149286505444373,0,0,0,0,.45226701686664544,0,0,290.08227672977074,5757.655590802699,0,0,909.371438497064,909.371438497064,5700.291254161415,0,220.26682629875722,0,0,0,.5149286505444373,0,5762.969562805116,11123.531568052233
1826,,"teacher","F","CH",39.666666667,2.0833333333333335,1.3333333333333333,0,0,1,0,.08333333333333333,0,0,516.6666666666666,1501.2423248300001,0,0,3014.8095656250002,3014.8095656250002,2696.9974565083335,0,16.588465015,0,0,0,.3333333333333333,0,925,304058.40143,1.164500152881315,.49236596391733095,0,0,0,0,.28867513459481287,0,0,396.1940143032161,1547.8836140493465,0,0,891.0208848957191,891.0208848957191,1533.9682729691585,0,57.46412845111764,0,0,0,.492365963917331,0,1549.2666887038115,3740.5638855416146
1828,"no","physical","F","YU",75.75,2.1666666666666665,1,0,0,0,1,0,0,.08333333333333333,500,998.8341000283332,0,0,2496.810614583333,0,2486.3341000249998,2448.47728125,0,0,48.333333333333336,0,.08333333333333333,0,51.833333333333336,518.3333333333334,1.1146408580454255,0,0,0,0,0,0,0,.28867513459481287,0,7.306633951094163,0,0,167.34804745535683,0,16.647258863589343,2.2621679396170187,0,0,167.43157806499147,0,.2886751345948128,0,179.5559337179736,242.11317163423362
1831,"yes","business","M","IT",28.916666667,1.5555555555555556,1.4444444444444444,0,1,1,0,0,0,0,850,2668.778433822222,0,450,4944.355058677778,4944.355058677778,4929.889544933334,0,0,0,0,0,.4444444444444444,0,1444.4444444444443,61543.41137988889,.7264831572567789,.5270462766947299,0,0,0,0,0,0,0,731.4369419163896,2137.3913699751065,0,0,96.17503945433896,96.17503945433896,2163.461844882726,0,0,0,0,0,.5270462766947299,0,2138.9898966048854,5474.359424728255
1832,,"teacher","M","CH",37.583333333,4.916666666666667,1,0,0,1,0,.08333333333333333,0,0,1341.6666666666667,3890.6128554999996,0,0,6651.305718750001,6651.305718750001,6775.494202875,0,39.04801403916667,0,0,0,0,0,0,42573.060059999996,1.9286515936521478,0,0,0,0,0,.28867513459481287,0,0,820.7073815073225,81.87527032115038,0,0,1965.7982293226517,1965.7982293226517,476.81265709040736,0,135.266288500999,0,0,0,0,0,0,0
1834,,,,,87.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,748033.43848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1835,,,,,68.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456350.39773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1837,,,,,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253692.13803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1838,,"business","F","CH",42.833333333,4.166666666666667,1,0,0,1,0,.25,0,0,1104.1666666666667,2078.610024375,0,0,4071.4915041166673,4071.4915041166673,4482.945487075,0,37.66879602891667,0,0,0,0,0,0,7740.040894699997,1.6966991126265962,0,0,0,0,0,.45226701686664544,0,0,561.8388370234643,29.79801921486663,0,0,32.64558306291753,32.64558306291753,182.7563763302334,0,71.55988108942266,0,0,0,0,0,0,0
1839,,"teacher","F","CH",68.833333333,1.5833333333333333,1,.16666666666666666,0,0,1,0,0,0,470.8333333333333,3419.1018646999996,2299.168000583333,0,6497.992094375,0,4814.935198033333,4198.8240937499995,0,0,0,.16666666666666666,.08333333333333333,2299.168000583333,55852.93968666667,324670.96611666674,.5149286505444373,0,.38924947208076144,0,0,0,0,0,0,25.74643252722186,85.9997353992743,5394.226047085733,0,5395.227392768547,0,26.250232263671748,3.9636275865085278,0,0,0,.38924947208076144,.28867513459481287,5394.226047085733,193480.25857877356,339194.96671069966
1840,,"none","F","YU",14.916666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1841,"yes","lawyer","F","CH",70.25,2.2,1,0,0,0,1,0,0,0,1185,2259.29364488,0,0,7490.608125000001,0,5809.293644879999,7490.608125000001,0,0,0,0,0,0,0,1945143.7135,.6324555320336759,0,0,0,0,0,0,0,0,24.1522945769824,12.16060049509712,0,0,5.9098221086805,0,45.94217454778485,5.9098221086805,0,0,0,0,0,0,0,0
